State,City,Hospital ID,Hospital Name,Address,Pin Code,Phone No.,Mobile,Fax,Contact Perso,Email,LATITUDE,LONGITUDE
Andhra Pradesh,Visakhapatnam,HOS-HYD-014217,Dr. Agarwal's Eye Hospital,"Naga Chamber, 12-1-16, Plot No. 49, S No 1051, Div no. 19, Waltair Main Road",530002,9515112630,NA,NA,NA,vizag@dragarwal.com,17.7106864,83.313465
Andhra Pradesh,Visakhapatnam,HOS-VIZ-3114,Kanakadurga Hospitals Pvt Ltd,"15-6-10A, Kanakadurga Nursing Home Road, Zillaparishad Junction",530003,0891-6667201,NA,NA,NA,waltairhospital@gmail.com,17.687224,83.218493
Andhra Pradesh,Visakhapatnam,HOS-VIZ-3390,Visakha Ent Hospital,"9-24-2/A, Next To Aarif Optical Plaza, Ramatalkies, Asilmetta Road, Cbm Compo",530003,0891-2745030,NA,NA,NA,mmr_visakhaent@rediffmail.com,17.720728,83.308785
Andhra Pradesh,Visakhapatnam,HOS-HYD-4952,Subham Prema Hspital (Free Polio Surgical And Resear,"No-9-1-227, Opp Rama Talkies Junction, Cbm Compound -Cbm Compound",530003,0891-2793444,NA,NA,NA,subhampremahospital@yahoo.com,17.687347,83.21845
Andhra Pradesh,Visakhapatnam,HOS-HYD-015526,Dr. Rama Rao Hospital,"36-5-A, Ganga Nagar, Kancharapalem",530008,7036461516,NA,NA,NA,drramaraohospital@yahoo.com,17.7336726,83.2744484
Andhra Pradesh,Visakhapatnam,HOS-HYD-5226,Devi Priya Life Care Hospital,"58-1-433/2, Main Road, Santhinagar, Nad Post",530009,0891-6464756,NA,NA,NA,NA,17.731683,83.310845
Andhra Pradesh,Visakhapatnam,HOS-VIZ-1230,Venkatrama Hospital,"47-7-43 Dwarakanagar, Visakhapatnam",530010,0891-2798631,NA,NA,NA,deep_1604@yahoo.com,17.691292,83.218492
Andhra Pradesh,Visakhapatnam,HOS-VIZ-1969,Sri K.V. Punnaiah Memorial Hymavathi Nursing Home,"Mig-11-A6, Vuda Colony, Sriharipuram, Visakhapatnam",530011,0891-2577232,NA,NA,NA,kv1nr@sanchar.net.in,17.68749,83.245937
Andhra Pradesh,Visakhapatnam,HOS-VIZ-2107,St.Ann'S Jubilee Memorial Hospital,"# 62-2-106, Malkapuram, Visakhapatnam",530011,0891-2752505,NA,NA,NA,stjmhs@gmail.com,17.735525,83.271515
Andhra Pradesh,Visakhapatnam,HOS-HYD-014034,Icon Krishi Hospital Pvt. Ltd.,"Door No 32-11-2, Sheela Nagar",530012,0891-7100100,NA,NA,NA,iconkrishi@gmail.com,17.7142989,83.1966023
Andhra Pradesh,Visakhapatnam,HOS-VIZ-1672,Good Healths New Central Hospital,"50-121-76/5,6,7, OPP.4TH TOWN POLICE STATION, B.S.LAYOUT, VISHAKAPAT",530013,0891-2754992,NA,NA,NA,dr.venkat003@gmail.com,17.735607,83.304468
Andhra Pradesh,Visakhapatnam,HOS-HYD-69,Chalasani Hospitals Pvt. Ltd. (Queens NRI Hospital),"50-53-4, Gurudwaralane, Seethammadhara, Visakhapatnam-, Beside A.P.E.P.D.L",530013,0891-2353063,NA,NA,NA,queensnrihospitals@gmail.com,17.740757,83.308035
Andhra Pradesh,Visakhapatnam,HOS-HYD-488,Raghavendra Hospital,#49-54-10/2/A Near Port Stadium Nh,530013,0891-2704055,NA,NA,NA,raghavendrahospital13@gmail.com,17.687347,83.218578
Andhra Pradesh,Visakhapatnam,HOS-HYD-3485,Vizag Orthopaedics & Special Surgery,"52-10-17, Opp Times Of India Office, Eesapuvani Palam",530013,0891-5574540,NA,NA,NA,hk_ankim@hotmail.com,17.714187,83.309815
Andhra Pradesh,Visakhapatnam,HOS-HYD-3501,"Lions District 324-C1,Cancer Treatment & Research Cen","Seethammadhara North Extension, Abhaya Anjaneya Swamy Temple",530013,0891-2543214,NA,NA,NA,lionscancerhospital@rediffmail.com,17.750976,83.308245
Andhra Pradesh,Visakhapatnam,HOS-HYD-4736,Nikitha Hospital,"54-13-6, Seethammadhara",530013,0891-2501501,NA,NA,NA,billinghead@nikithahospital.com,17.751629,83.313738
Andhra Pradesh,Visakhapatnam,HOS-HYD-6004,Rama Hospitals,"#50-50-33/2 Behind Gurudwara, B.S Layout",530013,0891-2727234,NA,NA,NA,ramahospitals@yahoo.com,17.740512,83.306726
Andhra Pradesh,Visakhapatnam,HOS-HYD-6575,Sunita Nursing Home,"Gandhinagar, Near Mro Office",530013,0891-2552911,NA,NA,NA,drgvrao51@gmail.com,17.746888,83.314107
Andhra Pradesh,Visakhapatnam,HOS-HYD-491,Annapoorna Hospital,"47-9-32, 3Rd Lane, Dwarakanagar, Visakahpatnam",530016,0891-2755875,NA,NA,NA,annapoornahospitalvizag@gmail.com,17.734953,83.302065
Andhra Pradesh,Visakhapatnam,HOS-HYD-357,Anupama Surgical & Children Hospital,"47-9-21, Dwarakanagar, Visakha Patnam",530016,0891-6662122,NA,NA,NA,anupamachildrenhospital@gmail.com,17.73201,83.305009
Andhra Pradesh,Visakhapatnam,HOS-HYD-2510,Apoorva Health Services Pvt Ltd,"50-17-62, Rajendranagar, Visakhapatnam",530016,0891-2747436,NA,NA,NA,apoorvahospitals@gmail.com,17.736915,83.308931
Andhra Pradesh,Visakhapatnam,HOS-VIZ-2239,Vision Care Centre Super Speciality Eye Hospital,"43-14-24/4 & 43-14-24/4/2 (1St Floor) Sai Krishna Complex, Main Road, Rail",530016,0891-2790000,NA,NA,NA,viswanadhbk@yahoo.com,17.737896,83.315111
Andhra Pradesh,Visakhapatnam,HOS-HYD-2980,Maxivision Eye Hospitals Pvt Ltd.,"47-10-12, Pavan Paradise, Dwaraka Nagar Ii Lane",530016,0891-2550550,NA,NA,NA,maxivisionvizag@gmail.com,17.797073,83.377201
Andhra Pradesh,Visakhapatnam,HOS-VIZ-3272,Kala Hospitals Pvt Ltd,"47-1-104, 6Th Lane, Dwarakanagar, Visakhapatnam-, Near B.V.K. College",530016,0891-2764748,NA,NA,NA,kalahospitalltd@gmail.com,17.739204,83.304468
Andhra Pradesh,Visakhapatnam,HOS-HYD-4420,Kalavathi Surgical Hospital,"Opp Sreekanya Theater, Railway New Colony",530016,0891-2710945,NA,NA,NA,kalavathi_hospital@gmail.com,17.687244,83.2186
Andhra Pradesh,Visakhapatnam,HOS-HYD-5505,Krishna Maternity And Nursing Home,"D.No.43-5-53, Raiway New Colony, Visakapatnam",530016,0891-2720769,NA,NA,NA,kmnursinghome@gmail.com,17.732337,83.293336
Andhra Pradesh,Visakhapatnam,HOS-HYD-5883,Sai Spoorthy Hospital,"#47-9-35, 3Rd Lane Dwarkanagar Vsp Naear Diamond Park Sankararajan Road",530016,0891-2708108,NA,NA,NA,saispoorthyhospital@gmail.com,17.727268,83.303637
Andhra Pradesh,Visakhapatnam,HOS-HYD-6906,Sri Krishna Hospital,"49-45-4, Old Post Office Road, Akkayyapalem",530016,0891-2768889,NA,NA,NA,srikrishnahospitals@gmail.com,17.686836,83.218461
Andhra Pradesh,Visakhapatnam,HOS-HYD-7434,Prasanthi Hospital,"Slv Arcade, Opp Sri Kanya Theatre, Rly. New Colony,",530016,0891-2554811,NA,NA,NA,prasanthihospitals12@gmail.com,17.726594,83.295851
Andhra Pradesh,Visakhapatnam,HOS-HYD-6463,Padmasri Hospital,"# 49-48-16/5, Nggo'S Colony, Highway, Visakhapatnam",530016,0891-2734747,NA,NA,NA,padmasrihospitals@gmail.com,17.74509,83.304468
Andhra Pradesh,Visakhapatnam,HOS-HYD-015524,Sri Krishna Surgical Hospital,"No:49-33-32, Apex Towers Rama Krishna Nagar, Near Ramalingswara Swamy T",530016,9533056022,NA,NA,NA,srikrishnasurgicalhospital@gmail.com,17.7325075,83.2995236
Andhra Pradesh,Visakhapatnam,HOS-HYD-227,Apollo Hospitals,"Waltair Main Road, Vishakapatnam",530017,0891-2727272,NA,NA,NA,apvzfax@gmail.com,17.723834,83.310991
Andhra Pradesh,Visakhapatnam,HOS-HYD-4565,Mahatma Gandhi Cancer Hospital & Research Institute,"1/7, M.V.P. Colony",530017,0891-2878787,NA,NA,NA,mgchbilling.tpa@gmail.com,17.750649,83.33674
Andhra Pradesh,Visakhapatnam,HOS-HYD-4347,Waltair Multicare Hospital,"8-1-97/2, Pedawaltair, Near Laxmi Ganapati Tales",530017,0891-6532655,NA,NA,NA,waltairmulticarehospital@gmail.com,17.749341,83.334337
Andhra Pradesh,Visakhapatnam,HOS-HYD-015793,Amma Hospital,"D. No. 1-44-1/2, Sector - 1, MVP Colony, Venkojipalem",530017,0891-2769456,NA,NA,NA,ammahospital666@gmail.com,17.7365837,83.3388608
Andhra Pradesh,Visakhapatnam,HOS-HYD-013571,Suraksha Health Park Hospitals,"#38-40-42/2, 104 Area Mainroad,",530018,0891-6646666,NA,NA,NA,srinivas.surakshahealthpark@gmail.com,17.742384,83.250579
Andhra Pradesh,Visakhapatnam,HOS-VIZ-2244,Prabha Clinic & Nursing Home,"29-2-36, Jail Road, Opp:Dist, Court, Visakhapatnam",530020,0891-2566637,NA,NA,NA,prabhanursinghome@yahoo.com,17.724815,83.304125
Andhra Pradesh,Visakhapatnam,HOS-HYD-5666,Aarif Nursing Home,"Lakshmi Street, Near Income Tax Office",530020,0891-6646701,NA,NA,NA,aarifnursinghome@yahoo.com,17.68982,83.218663
Andhra Pradesh,Visakhapatnam,HOS-VIZ-4215,Sri Gayatri Nursing Home & Maternity Hospital,"6-4-41A, China Waltair Main Road",530023,0891-2754328,NA,NA,NA,krishnasaip@gmail.com,17.807799,83.220209
Andhra Pradesh,Visakhapatnam,HOS-HYD-014697,Sri Krishna Orthopedic Hospital,"6-66-15,Sramika Nagar, Near Police Gate Chinna,Gantyada Gajuwaka",530026,0891-2513108,NA,NA,NA,srikrishnahospital994@gmail.com,17.7215044,83.2024373
Andhra Pradesh,Visakhapatnam,HOS-HYD-013698,Vasan Eye Care Hospital-Visakhapatnam,"#8-13-7, Sai Sarvesh Heights, Beside Titan Showroom, NH-5 ,HIGHWAY ,OLD Ga",530026,0891-3989030,NA,NA,NA,tpa.gajuwaka@gmail.com,17.6868159,83.2184815
Andhra Pradesh,Visakhapatnam,HOS-HYD-015986,Harshitha Hospital,"GNT Road, New Gajuwaka Main Road, New Gajuwaka Photo Studio, Gajuwaka",530026,0891-2569444,NA,NA,NA,harshithahospital@yahoo.com,17.6850754,83.2104426
Andhra Pradesh,Visakhapatnam,HOS-HYD-489,S.R.Hospital,"Opp.Rythu Bazar, Gopalapatnam",530027,0891-2520822,NA,NA,NA,srhospital.in@gmail.com,17.704212,83.215745
Andhra Pradesh,Visakhapatnam,HOS-HYD-6537,L.V. Prasad Eye Institute,"11-113/1, Hanumanthuwaka Junction",530040,0891-3984000,NA,NA,NA,gmrv-insurance@lvpei.org,17.687408,83.218493
Andhra Pradesh,Visakhapatnam,HOS-HYD-014360,Susruta Ent Hospital,"Plot no: 14A, Health City, Chinagadili",530040,9100020155,NA,NA,NA,insurance.susrutahospital@gmail.com,17.7640045,83.3068657
Andhra Pradesh,Visakhapatnam,HOS-HYD-014898,Pinnacle Hospitals India Pvt. Ltd.,"Plot No.10, 11 & 12, Apiic Health City, Parvati Nagar, Arilova",530040,0891-3099999,NA,NA,NA,tpa@pinnaclehospitals.com,17.7635525,83.3074101
Andhra Pradesh,Visakhapatnam,HOS-HYD-015145,HCG Pinnacle Cancer Centre (A Unit Of HCG Pinnacle O,"10, 11 & 12 Survey No. 13P, Health City, Chinnagadhili",530040,0891-66882738,NA,NA,NA,vijay.kumar@hcgoncology.com,17.7639315,83.307806
Andhra Pradesh,Visakhapatnam,HOS-HYD-014972,Star Pinnacle Heart Centre Private Limited,"Plot No. 10,11,12, APIIC Health City, Chinnagadili, Arilova",530040,0891-3099977,NA,NA,NA,am.billing@starpinnacle.in,17.7613647,83.2880591
Andhra Pradesh,Visakhapatnam,HOS-HYD-013643,Ujhwal Hospitals,"6-127/12, Madurawada",530041,0891-2501166,NA,NA,NA,ujhwalhospitals@gmail.com,17.8130265,83.353429
Andhra Pradesh,Visakhapatnam,HOS-HYD-4179,Sankar Foundation Eye Hospital,"D. No 19-50, Saimadhava Nagar, Naidu Thota, Vepagunta",530047,0891-2891100,NA,NA,NA,empanelment@sankarfoundation.in,17.767038,83.220442
Andhra Pradesh,Visakhapatnam,HOS-HYD-014707,Usha Prime Multispeciality (A Division Of Chilukuri He,"D. No: 12-4-6/1 Beside IOB Bank, Pudimadaka Road, Anakapalle",531001,08924-224848,NA,NA,NA,billing@ushaprime.com,0,0
Andhra Pradesh,Visakhapatnam,HOS-HYD-015490,Tirumala Jyothi Hospital,"Pudimadaka Road, Near RTC Complex, Anakapalle",531001,08924-225779,NA,NA,NA,tirumalajyotihospital@gmail.com,17.6853521,83.0079371
Andhra Pradesh,Amalapuram,HOS-HYD-3807,Konaseema Institute Of Medical Sciences & Research F,"Nh-241, Chaitanya Nagar, From Rajamundry To Kakinada By Road",533201,08856-237996,NA,NA,NA,billing@kims.in,17.006888,81.831253
Andhra Pradesh,Amalapuram,HOS-HYD-013530,Srinidhi Hospitals,"No. 3-2-117E, Knf Road",533201,08856-232166,NA,NA,NA,srinidhihospitalsamp@gmail.com,16.5847,82.008948
Andhra Pradesh,Ananthapur,HOS-HYD-228,Aasha Hospitals,"7-201, Court Road",515001,08854-274194,NA,NA,NA,kedarnathstar@gmail.com,15.135764,77.604126
Andhra Pradesh,Ananthapur,HOS-HYD-1244,Jeevana Jyothi Hospital,"#15/381, Kamala Nagar",515001,08554-249988,NA,NA,NA,jjhlcare@gmail.com,14.681039,77.599844
Andhra Pradesh,Ananthapur,HOS-HYD-4214,Sri Sai Krupa Nursing Home,"10/368, New Sarojini Road",515001,08554-274564,NA,NA,NA,gaddale9@gmail.com,14.68025,77.590204
Andhra Pradesh,Ananthapur,HOS-HYD-4492,Balaji Eye Care & Laser Centre,"#15-455, Near Srs Lodge, Kamala Nagar",515001,040-66136238,NA,NA,NA,avrreddy1234@gmail.com,17.435227,78.448023
Andhra Pradesh,Ananthapur,HOS-HYD-5493,Baby Hospital,12-2-950(12-358)Sai Nager 2Nd Cross,515001,08554-237969,NA,NA,NA,baby_hospital@rediffmail.com,14.674148,77.60287
Andhra Pradesh,Ananthapur,HOS-HYD-5622,Mythri Hospital,"15/721, Munirathnam Transport, Kamalanagar",515001,08554-274630,NA,NA,NA,mythrihospitalatp@gmail.com,14.681267,77.601046
Andhra Pradesh,Ananthapur,HOS-HYD-6117,Dr. Akbar Eye Hospital,#12-3-2 346Th Lane Sai Nagar,515001,08554-235009,NA,NA,NA,akbareye@redffimail.com,14.673649,77.601493
Andhra Pradesh,Ananthapur,HOS-HYD-6439,Dr Ysr Memorial Hospital,"#12-2-878, 1Cross, Sai Nagar",515001,08554-247155,NA,NA,NA,shyamysrhospitals@gmail.com,14.676555,77.603038
Andhra Pradesh,Ananthapur,HOS-HYD-013371,Snehalatha Hospitals,"D.No. 13-3-510, Opp: Ganga Gowri Cine Complex, Khaja Nagar",515001,08554-277077,NA,NA,NA,snehalatha.hospitals@gmail.com,14.6839761,77.599733
Andhra Pradesh,Ananthapur,HOS-HYD-015558,Sreenivasa Childrens Hospital,"13-3-488, Near Ganga-Gowri Cine Complex",515001,0855-4241104,NA,NA,NA,sch241104@gmail.com,14.6941362,77.5991921
Andhra Pradesh,Ananthapur,HOS-HYD-013697,Vasan Eye Care Hospital-Anantapur,"#15/581, Raju Road",515001,08554-398900,NA,NA,NA,anantapurtpa.vasaneye@gmail.com,49.831467,15.4685786
Andhra Pradesh,Ananthapur,HOS-HYD-5707,Sainath Hospital,"1-616-2B-R, R.S.Road, Kadiri",515591,08494-220650,NA,NA,NA,drgusha@yahoo.com,14.114934,78.160588
Andhra Pradesh,Bhimavaram,HOS-HYD-2264,Krishna Hospital,"Undi Road, Near Town Railway Station",534202,08816-227177,NA,NA,NA,gsnraju1969@gmail.com,16.54756,81.516875
Andhra Pradesh,Bhimavaram,HOS-HYD-3576,Varma Heart Care Centre,"#3-1-177, Undi Road",534202,08816-222701,NA,NA,NA,varmahospitals@gmail.com,16.546202,81.520007
Andhra Pradesh,Bhimavaram,HOS-HYD-4533,Srilakshmi Hospitals,"3-6-36, Town Railway Station Road",534202,08816-223160,NA,NA,NA,manoj.t225@gmail.com,16.547066,81.519063
Andhra Pradesh,Bhimavaram,HOS-HYD-5470,Sri Kanakadurga Nursing Home,"Juvvalapalem Road, J.P Road",534202,08816-223635,NA,NA,NA,satyanarayana5@hotmail.com,16.542829,81.50224
Andhra Pradesh,Bhimavaram,HOS-HYD-7369,Pallavi Hospitals,"27--7-25/A, J.P. Road, Sarovar Street.",534202,08816-226654,NA,NA,NA,pallavihospitals@gmail.com,16.54257,81.516183
Andhra Pradesh,Chittoor,HOS-HYD-5140,Dr.Agarwal'S Eye Hospital Ltd,"#22-339/2, Kongareddy Palle",517001,08572-232991,NA,NA,NA,chittoor@dragarwal.com,13.218222,79.100262
Andhra Pradesh,Chittoor,HOS-HYD-3921,Sreelatha Modern Eye Hospital & Research Centre,"2-63/1, Officers Lane Opp Municipal Office Near New Apsrtc Bus Stand",517001,08572-226660,NA,NA,NA,sreelathameh@yahoo.co.in,13.220144,79.105829
Andhra Pradesh,Chittoor,HOS-HYD-015824,Babu Nursing Home,"D No 2-125411, Konga Reddipalli",517001,08572-230441,NA,NA,NA,babunursinghome1@gmail.com,13.217176,79.1003289
Andhra Pradesh,Chittoor,HOS-HYD-015560,Asshraya Multi Speciality Hospital,"1-653/3, Opp. Kannan Kalyanamandapam, Kattamanchi, Chittoor",517001,08572-246544,NA,NA,NA,aasrayahospital@gmail.com,13.2239196,79.1266288
Andhra Pradesh,Chittoor,HOS-HYD-5263,Madanapalle Hospital (P) Ltd,"C.T.M Road, Madanapalle",517325,08571-223565,NA,NA,NA,pasaladnr@yahoo.com,13.64557,78.567092
Andhra Pradesh,Chittoor,HOS-HYD-2452,Sri Vignesh Hospital,"10-2-138/1A, T.K. Street",517501,0877-2227544,NA,NA,NA,csrikanth_ms@yahoo.co.in,13.225909,79.100138
Andhra Pradesh,Chittoor,HOS-HYD-5682,M.S.Hospitals,"18-2-263, Road #1, Abbanna Colony",517501,0877-2280779,NA,NA,NA,mshospitals@gmail.com,13.225909,79.098078
Andhra Pradesh,Chittoor,HOS-HYD-5799,Vasan Eye Care Hospital,"13-5-531,D/11,Tuda Office Road,Tata Nagar, Tirupati - 517501, Andhra Prades",517501,0877-3989000,NA,NA,NA,tirupathivasan@yahoo.com,13.22524,79.099451
Andhra Pradesh,Chittoor,HOS-HYD-1471,Narayanadri Hospitals & Research Institute Pvt Ltd.,"Beside Vaartha Press, Renigunta Road",517506,0877-6543111,NA,NA,NA,narayanadrihospitals@gmail.com,13.634706,79.420849
Andhra Pradesh,Chittoor,HOS-HYD-2769,Swarnamrutha Hospital,91 (Od) M.H. Road,517507,0877-2286602,NA,NA,NA,sadhuamrutha@gmail.com,13.224238,79.100481
Andhra Pradesh,Cuddapah,HOS-HYD-2973,K.C.M. Hospital,"3/224, Christian Lane",516001,08562-250762,NA,NA,NA,NA,14.77704,78.195098
Andhra Pradesh,Cuddapah,HOS-HYD-2961,Palla Krishnaiah Memorial Nursing Home,"Christian Line, Opp Police Line Gate",516001,08562-246088,NA,NA,NA,NA,14.478148,78.823894
Andhra Pradesh,Cuddapah,HOS-HYD-2962,Sree Hospital,"1/700-4, Dwaraka Nagar, Behind Gayathri Jr. College",516001,08562-277499,NA,NA,NA,sreehospital@gmail.com,14.478398,78.823808
Andhra Pradesh,Cuddapah,HOS-HYD-5528,Jyothi Nursing Home,"#3/374, Railway Station Road",516001,08562-652223,NA,NA,NA,penumadujyothi@yahoo.com,14.84975,78.392533
Andhra Pradesh,Cuddapah,HOS-HYD-5523,Sri Krishna Sahithi Eye Hospital,"3/137, Christian Lane",516001,08562-255678,NA,NA,NA,sahithi77eyehospital@gmail.com,14.478356,78.82398
Andhra Pradesh,Cuddapah,HOS-HYD-2881,Bharathi Hospital,"1/82, R.S. Road",516004,08562-257026,NA,NA,NA,bharathihospitals123@gmail.com,14.46936,78.824069
Andhra Pradesh,Cuddapah,HOS-HYD-5621,Himalaya Multispeciality Hospital,"#1-81/1, R.S.Road, Yerra Mukkapally",516004,08562-256256,NA,NA,NA,himalayahospital@gmail.com,14.471749,78.823274
Andhra Pradesh,Cuddapah,HOS-HYD-4070,Vishnu Nursing Home,"10/596, M.G. Road, Rly Kodur",516101,08566-242222,NA,NA,NA,dr.srjam@yahoo.com,13.958724,79.352604
Andhra Pradesh,Cuddapah,HOS-HYD-4103,Kalyana Chakravarthy Hospitals,"3/1467, Holmespet, Proddatur",516360,08564-251650,NA,NA,NA,kcnhpdtr@gmail.com,14.751311,78.548787
Andhra Pradesh,Cuddapah,HOS-HYD-5056,Lakshmi Kishore Nursing Home,"5/1895, Geetha Ashramam Road, Proddatur",516360,08564-251904,NA,NA,NA,docjkr@gmail.com,14.788161,78.545174
